,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
279,קפלן,רבין ק. בילינסון,שיבא,סוראסקי,מאיר,הדסה,רבין ק. השרון,וולפסון,הלל יפה,אסותא אשדוד,סורוקה,הכרמל,בני ציון,שערי צדק,שמיר,יוספטל,המרכזי בעמק,לניאדו,מעייני הישועה,ברזילי,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,"רמב""ם"
280,המרכזי בעמק,שערי צדק,מאיר,וולפסון,סורוקה,רבין ק. השרון,רבין ק. בילינסון,"רמב""ם",שיבא,מעייני הישועה,הדסה,הלל יפה,שמיר,אסותא אשדוד,ברזילי,נצרת,בני ציון,יוספטל,לניאדו,נהריה,מ.ר. צפון (פוריה),זיו צפת,הכרמל,קפלן,סוראסקי
281,שערי צדק,קפלן,הלל יפה,רבין ק. השרון,סוראסקי,לניאדו,סורוקה,מאיר,שיבא,שמיר,אסותא אשדוד,הדסה,הכרמל,רבין ק. בילינסון,יוספטל,בני ציון,וולפסון,ברזילי,המרכזי בעמק,מעייני הישועה,נצרת,נהריה,זיו צפת,מ.ר. צפון (פוריה),"רמב""ם"
282,שיבא,סוראסקי,הכרמל,מאיר,שמיר,"רמב""ם",רבין ק. השרון,הדסה,וולפסון,הלל יפה,שערי צדק,קפלן,בני ציון,לניאדו,מעייני הישועה,סורוקה,המרכזי בעמק,יוספטל,אסותא אשדוד,מ.ר. צפון (פוריה),נצרת,ברזילי,נהריה,זיו צפת,רבין ק. בילינסון
283,סוראסקי,וולפסון,"רמב""ם",מאיר,רבין ק. בילינסון,שערי צדק,רבין ק. השרון,שיבא,שמיר,יוספטל,לניאדו,סורוקה,בני ציון,אסותא אשדוד,הלל יפה,מעייני הישועה,המרכזי בעמק,הכרמל,נצרת,ברזילי,נהריה,מ.ר. צפון (פוריה),זיו צפת,קפלן,הדסה
284,סורוקה,וולפסון,אסותא אשדוד,קפלן,בני ציון,יוספטל,סוראסקי,"רמב""ם",מאיר,מעייני הישועה,שיבא,הלל יפה,הדסה,הכרמל,שערי צדק,נהריה,המרכזי בעמק,לניאדו,ברזילי,נצרת,מ.ר. צפון (פוריה),זיו צפת,רבין ק. בילינסון,רבין ק. השרון,שמיר
285,מאיר,רבין ק. בילינסון,סוראסקי,הדסה,שיבא,קפלן,רבין ק. השרון,"רמב""ם",שמיר,וולפסון,שערי צדק,מעייני הישועה,הלל יפה,הכרמל,סורוקה,בני ציון,אסותא אשדוד,נהריה,יוספטל,לניאדו,מ.ר. צפון (פוריה),ברזילי,זיו צפת,נצרת,המרכזי בעמק
286,"רמב""ם",שמיר,קפלן,שיבא,רבין ק. בילינסון,הלל יפה,רבין ק. השרון,וולפסון,יוספטל,אסותא אשדוד,מעייני הישועה,שערי צדק,בני ציון,סורוקה,הדסה,מאיר,המרכזי בעמק,לניאדו,נצרת,הכרמל,ברזילי,נהריה,זיו צפת,מ.ר. צפון (פוריה),סוראסקי
287,וולפסון,רבין ק. בילינסון,שיבא,סוראסקי,מעייני הישועה,מאיר,רבין ק. השרון,בני ציון,הדסה,"רמב""ם",לניאדו,אסותא אשדוד,הכרמל,סורוקה,שערי צדק,יוספטל,המרכזי בעמק,קפלן,הלל יפה,זיו צפת,נצרת,ברזילי,נהריה,מ.ר. צפון (פוריה),שמיר
288,שמיר,הדסה,סוראסקי,רבין ק. השרון,שיבא,לניאדו,סורוקה,מאיר,יוספטל,אסותא אשדוד,"רמב""ם",בני ציון,שערי צדק,קפלן,הלל יפה,הכרמל,המרכזי בעמק,מעייני הישועה,נצרת,זיו צפת,ברזילי,נהריה,מ.ר. צפון (פוריה),וולפסון,רבין ק. בילינסון
289,סוראסקי,יוספטל,הלל יפה,רבין ק. בילינסון,רבין ק. השרון,וולפסון,שמיר,מאיר,קפלן,אסותא אשדוד,סורוקה,הכרמל,"רמב""ם",שיבא,שערי צדק,הדסה,המרכזי בעמק,מעייני הישועה,ברזילי,לניאדו,נצרת,נהריה,זיו צפת,מ.ר. צפון (פוריה),בני ציון
290,המרכזי בעמק,וולפסון,רבין ק. בילינסון,הדסה,מאיר,קפלן,סורוקה,אסותא אשדוד,לניאדו,רבין ק. השרון,שערי צדק,שמיר,הלל יפה,בני ציון,הכרמל,"רמב""ם",ברזילי,יוספטל,מעייני הישועה,מ.ר. צפון (פוריה),נצרת,נהריה,זיו צפת,שיבא,סוראסקי
291,שערי צדק,סוראסקי,שיבא,לניאדו,וולפסון,מאיר,שמיר,קפלן,רבין ק. השרון,הדסה,המרכזי בעמק,בני ציון,הכרמל,סורוקה,מעייני הישועה,"רמב""ם",הלל יפה,יוספטל,אסותא אשדוד,נצרת,ברזילי,נהריה,מ.ר. צפון (פוריה),זיו צפת,רבין ק. בילינסון
292,וולפסון,שיבא,מאיר,בני ציון,סורוקה,רבין ק. בילינסון,קפלן,אסותא אשדוד,מעייני הישועה,הלל יפה,הדסה,לניאדו,שערי צדק,"רמב""ם",הכרמל,המרכזי בעמק,יוספטל,נהריה,נצרת,ברזילי,מ.ר. צפון (פוריה),זיו צפת,סוראסקי,רבין ק. השרון,שמיר
293,אסותא אשדוד,"רמב""ם",שמיר,מאיר,קפלן,רבין ק. בילינסון,ברזילי,הכרמל,הלל יפה,המרכזי בעמק,בני ציון,שיבא,לניאדו,שערי צדק,סורוקה,וולפסון,הדסה,יוספטל,מעייני הישועה,נהריה,נצרת,מ.ר. צפון (פוריה),זיו צפת,רבין ק. השרון,סוראסקי
294,המרכזי בעמק,וולפסון,הלל יפה,מאיר,הדסה,רבין ק. בילינסון,קפלן,הכרמל,שמיר,רבין ק. השרון,לניאדו,מעייני הישועה,אסותא אשדוד,יוספטל,מ.ר. צפון (פוריה),סורוקה,שערי צדק,בני ציון,ברזילי,זיו צפת,נצרת,נהריה,"רמב""ם",שיבא,סוראסקי
295,רבין ק. בילינסון,יוספטל,סוראסקי,מ.ר. צפון (פוריה),קפלן,מאיר,שמיר,רבין ק. השרון,"רמב""ם",אסותא אשדוד,וולפסון,שערי צדק,הדסה,בני ציון,המרכזי בעמק,מעייני הישועה,ברזילי,סורוקה,נהריה,לניאדו,נצרת,זיו צפת,הכרמל,שיבא,הלל יפה
296,לניאדו,סוראסקי,הלל יפה,שיבא,אסותא אשדוד,"רמב""ם",מאיר,שמיר,רבין ק. השרון,בני ציון,וולפסון,הדסה,ברזילי,קפלן,סורוקה,המרכזי בעמק,שערי צדק,יוספטל,מעייני הישועה,נצרת,זיו צפת,נהריה,מ.ר. צפון (פוריה),הכרמל,רבין ק. בילינסון
297,סורוקה,שיבא,רבין ק. בילינסון,סוראסקי,"רמב""ם",רבין ק. השרון,אסותא אשדוד,שמיר,הלל יפה,שערי צדק,בני ציון,הכרמל,הדסה,מעייני הישועה,לניאדו,המרכזי בעמק,יוספטל,קפלן,מ.ר. צפון (פוריה),זיו צפת,נצרת,נהריה,ברזילי,מאיר,וולפסון
298,שערי צדק,סורוקה,סוראסקי,לניאדו,שמיר,הלל יפה,מאיר,אסותא אשדוד,המרכזי בעמק,שיבא,הדסה,וולפסון,מעייני הישועה,בני ציון,קפלן,יוספטל,הכרמל,נהריה,זיו צפת,ברזילי,נצרת,מ.ר. צפון (פוריה),"רמב""ם",רבין ק. השרון,רבין ק. בילינסון
299,וולפסון,סוראסקי,קפלן,רבין ק. בילינסון,לניאדו,הכרמל,שערי צדק,"רמב""ם",מאיר,רבין ק. השרון,מעייני הישועה,הדסה,סורוקה,בני ציון,שמיר,הלל יפה,יוספטל,המרכזי בעמק,ברזילי,זיו צפת,נצרת,מ.ר. צפון (פוריה),נהריה,שיבא,אסותא אשדוד
300,שיבא,רבין ק. בילינסון,מאיר,שמיר,סוראסקי,הכרמל,רבין ק. השרון,קפלן,"רמב""ם",סורוקה,מעייני הישועה,בני ציון,וולפסון,אסותא אשדוד,הדסה,שערי צדק,נהריה,יוספטל,לניאדו,המרכזי בעמק,נצרת,ברזילי,מ.ר. צפון (פוריה),זיו צפת,הלל יפה
301,שיבא,סוראסקי,רבין ק. בילינסון,הלל יפה,הכרמל,המרכזי בעמק,וולפסון,לניאדו,שמיר,מעייני הישועה,רבין ק. השרון,בני ציון,הדסה,נצרת,שערי צדק,"רמב""ם",זיו צפת,יוספטל,סורוקה,מאיר,נהריה,ברזילי,מ.ר. צפון (פוריה),קפלן,אסותא אשדוד
302,סוראסקי,בני ציון,יוספטל,רבין ק. בילינסון,שיבא,וולפסון,מעייני הישועה,הכרמל,אסותא אשדוד,רבין ק. השרון,לניאדו,"רמב""ם",שמיר,מאיר,הלל יפה,סורוקה,המרכזי בעמק,הדסה,ברזילי,שערי צדק,נצרת,נהריה,מ.ר. צפון (פוריה),זיו צפת,קפלן
303,סורוקה,"רמב""ם",מאיר,המרכזי בעמק,בני ציון,סוראסקי,הלל יפה,שיבא,מעייני הישועה,רבין ק. השרון,הדסה,קפלן,שערי צדק,הכרמל,לניאדו,וולפסון,אסותא אשדוד,יוספטל,ברזילי,נצרת,נהריה,מ.ר. צפון (פוריה),זיו צפת,שמיר,רבין ק. בילינסון
304,אסותא אשדוד,הכרמל,סוראסקי,הדסה,שמיר,רבין ק. בילינסון,שיבא,המרכזי בעמק,מאיר,רבין ק. השרון,קפלן,וולפסון,"רמב""ם",סורוקה,מ.ר. צפון (פוריה),שערי צדק,יוספטל,לניאדו,מעייני הישועה,ברזילי,נצרת,נהריה,זיו צפת,בני ציון,הלל יפה
305,שערי צדק,הדסה,בני ציון,סוראסקי,מאיר,וולפסון,שמיר,"רמב""ם",רבין ק. בילינסון,הלל יפה,סורוקה,אסותא אשדוד,שיבא,הכרמל,המרכזי בעמק,קפלן,יוספטל,ברזילי,לניאדו,מעייני הישועה,נצרת,נהריה,מ.ר. צפון (פוריה),זיו צפת,רבין ק. השרון
306,מ.ר. צפון (פוריה),מאיר,שמיר,הדסה,בני ציון,רבין ק. השרון,סוראסקי,לניאדו,אסותא אשדוד,שיבא,קפלן,"רמב""ם",הלל יפה,המרכזי בעמק,ברזילי,שערי צדק,יוספטל,מעייני הישועה,סורוקה,הכרמל,נצרת,נהריה,זיו צפת,רבין ק. בילינסון,וולפסון
307,הדסה,שערי צדק,המרכזי בעמק,מאיר,שמיר,שיבא,סוראסקי,וולפסון,הלל יפה,אסותא אשדוד,בני ציון,"רמב""ם",הכרמל,סורוקה,נהריה,מעייני הישועה,קפלן,יוספטל,לניאדו,מ.ר. צפון (פוריה),נצרת,ברזילי,זיו צפת,רבין ק. השרון,רבין ק. בילינסון
308,אסותא אשדוד,שערי צדק,קפלן,סוראסקי,מאיר,שמיר,וולפסון,שיבא,הדסה,הלל יפה,מעייני הישועה,"רמב""ם",בני ציון,הכרמל,יוספטל,סורוקה,המרכזי בעמק,לניאדו,ברזילי,נהריה,מ.ר. צפון (פוריה),נצרת,זיו צפת,רבין ק. השרון,רבין ק. בילינסון
309,הכרמל,וולפסון,"רמב""ם",סוראסקי,רבין ק. בילינסון,קפלן,אסותא אשדוד,מאיר,הדסה,שערי צדק,סורוקה,שיבא,שמיר,בני ציון,הלל יפה,המרכזי בעמק,מעייני הישועה,לניאדו,יוספטל,ברזילי,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,רבין ק. השרון
310,רבין ק. השרון,וולפסון,שמיר,סוראסקי,בני ציון,שיבא,יוספטל,הלל יפה,הדסה,רבין ק. בילינסון,"רמב""ם",אסותא אשדוד,סורוקה,הכרמל,קפלן,ברזילי,המרכזי בעמק,שערי צדק,מעייני הישועה,לניאדו,נצרת,נהריה,מאיר,מ.ר. צפון (פוריה),זיו צפת
311,וולפסון,שיבא,מאיר,שמיר,רבין ק. השרון,רבין ק. בילינסון,אסותא אשדוד,"רמב""ם",הדסה,מעייני הישועה,הלל יפה,הכרמל,יוספטל,סורוקה,שערי צדק,המרכזי בעמק,בני ציון,נצרת,לניאדו,מ.ר. צפון (פוריה),ברזילי,קפלן,נהריה,זיו צפת,סוראסקי
312,רבין ק. בילינסון,שמיר,שערי צדק,סוראסקי,אסותא אשדוד,מאיר,הלל יפה,קפלן,הכרמל,"רמב""ם",לניאדו,וולפסון,הדסה,מעייני הישועה,בני ציון,המרכזי בעמק,סורוקה,יוספטל,ברזילי,זיו צפת,נצרת,נהריה,מ.ר. צפון (פוריה),שיבא,רבין ק. השרון
313,מאיר,קפלן,רבין ק. בילינסון,המרכזי בעמק,שיבא,הכרמל,שמיר,רבין ק. השרון,הדסה,הלל יפה,"רמב""ם",אסותא אשדוד,וולפסון,לניאדו,בני ציון,נצרת,שערי צדק,סורוקה,יוספטל,מעייני הישועה,נהריה,ברזילי,מ.ר. צפון (פוריה),זיו צפת,סוראסקי
314,מאיר,וולפסון,סורוקה,הלל יפה,שערי צדק,שמיר,הכרמל,לניאדו,רבין ק. השרון,אסותא אשדוד,ברזילי,הדסה,שיבא,מעייני הישועה,"רמב""ם",בני ציון,המרכזי בעמק,יוספטל,נהריה,מ.ר. צפון (פוריה),נצרת,זיו צפת,סוראסקי,רבין ק. בילינסון,קפלן
315,רבין ק. בילינסון,קפלן,סורוקה,אסותא אשדוד,סוראסקי,וולפסון,רבין ק. השרון,מעייני הישועה,שמיר,מאיר,"רמב""ם",הדסה,שערי צדק,יוספטל,ברזילי,הלל יפה,המרכזי בעמק,נהריה,לניאדו,הכרמל,נצרת,מ.ר. צפון (פוריה),זיו צפת,שיבא,בני ציון
316,"רמב""ם",סוראסקי,שערי צדק,רבין ק. בילינסון,הדסה,אסותא אשדוד,שיבא,סורוקה,הלל יפה,קפלן,המרכזי בעמק,וולפסון,הכרמל,יוספטל,שמיר,בני ציון,מעייני הישועה,מאיר,רבין ק. השרון,לניאדו,נצרת,זיו צפת,נהריה,מ.ר. צפון (פוריה),ברזילי
317,מאיר,סוראסקי,רבין ק. בילינסון,וולפסון,קפלן,רבין ק. השרון,אסותא אשדוד,הדסה,"רמב""ם",יוספטל,שערי צדק,הלל יפה,מעייני הישועה,לניאדו,המרכזי בעמק,בני ציון,נהריה,סורוקה,נצרת,ברזילי,הכרמל,מ.ר. צפון (פוריה),זיו צפת,שיבא,שמיר
